id,fold
TRAIN_01272,1
TRAIN_01273,3
TRAIN_01274,1
TRAIN_01275,0
TRAIN_01276,4
TRAIN_01277,1
TRAIN_01278,1
TRAIN_01279,3
TRAIN_01280,3
TRAIN_01281,1
TRAIN_01282,4
TRAIN_01283,0
TRAIN_01284,3
TRAIN_01285,2
TRAIN_01286,4
TRAIN_01287,0
TRAIN_01288,4
TRAIN_01289,4
TRAIN_01290,1
TRAIN_01291,3
TRAIN_01292,2
TRAIN_01293,4
TRAIN_01294,1
TRAIN_01295,2
TRAIN_01296,4
TRAIN_01297,4
TRAIN_01298,3
TRAIN_01299,4
TRAIN_01300,2
TRAIN_01301,1
TRAIN_01302,4
TRAIN_01303,2
TRAIN_01304,3
TRAIN_01305,3
TRAIN_01306,2
TRAIN_01307,2
TRAIN_01308,3
TRAIN_01309,2
TRAIN_01310,1
TRAIN_01311,4
TRAIN_01312,1
TRAIN_01313,2
TRAIN_01314,4
TRAIN_01315,3
TRAIN_01316,4
TRAIN_01317,2
TRAIN_01318,4
TRAIN_01319,1
TRAIN_01320,4
TRAIN_01321,2
TRAIN_01322,4
TRAIN_01323,4
TRAIN_01324,2
TRAIN_01325,2
TRAIN_01326,0
TRAIN_01327,3
TRAIN_01328,3
TRAIN_01329,2
TRAIN_01330,0
TRAIN_01331,2
TRAIN_01332,3
TRAIN_01333,1
TRAIN_01334,1
TRAIN_01335,1
TRAIN_01336,3
TRAIN_01337,1
TRAIN_01338,3
TRAIN_01339,3
TRAIN_01340,3
TRAIN_01341,3
TRAIN_01342,2
TRAIN_01343,3
TRAIN_01344,2
TRAIN_01345,4
TRAIN_01346,2
TRAIN_01347,2
TRAIN_01348,3
TRAIN_01349,3
TRAIN_01350,2
TRAIN_01351,3
TRAIN_01352,1
TRAIN_01353,0
TRAIN_01354,3
TRAIN_01355,1
TRAIN_01356,2
TRAIN_01357,0
TRAIN_01358,3
TRAIN_01359,2
TRAIN_01360,1
TRAIN_01361,4
TRAIN_01362,1
TRAIN_01363,2
TRAIN_01364,1
TRAIN_01365,1
TRAIN_01366,2
TRAIN_01367,4
TRAIN_01368,0
TRAIN_01369,4
TRAIN_01370,3
TRAIN_01371,3
TRAIN_01372,4
TRAIN_01373,2
TRAIN_01374,3
TRAIN_01375,3
TRAIN_01376,1
TRAIN_01377,2
TRAIN_01378,3
TRAIN_01379,2
TRAIN_01380,3
TRAIN_01381,2
TRAIN_01382,2
TRAIN_01383,0
TRAIN_01384,4
TRAIN_01385,0
TRAIN_01386,3
TRAIN_01387,0
TRAIN_01388,0
TRAIN_01389,0
TRAIN_01390,2
TRAIN_01391,3
TRAIN_01392,2
TRAIN_01393,2
TRAIN_01394,4
TRAIN_01395,4
TRAIN_01396,3
TRAIN_01397,3
TRAIN_01398,0
TRAIN_01399,4
TRAIN_01400,1
TRAIN_01401,2
TRAIN_01402,0
TRAIN_01403,2
TRAIN_01404,1
TRAIN_01405,3
TRAIN_01406,0
TRAIN_01407,1
TRAIN_01408,1
TRAIN_01409,4
TRAIN_01410,2
TRAIN_01411,4
TRAIN_01412,0
TRAIN_01413,2
TRAIN_01414,1
TRAIN_01415,0
TRAIN_01416,3
TRAIN_01417,1
TRAIN_01418,1
TRAIN_01419,0
TRAIN_01420,3
TRAIN_01421,3
TRAIN_01422,3
TRAIN_01423,2
TRAIN_01424,1
TRAIN_01425,4
TRAIN_01426,0
TRAIN_01427,4
TRAIN_01428,1
TRAIN_01429,3
TRAIN_01430,1
TRAIN_01431,2
TRAIN_01432,2
TRAIN_01433,4
TRAIN_01434,0
TRAIN_01435,3
TRAIN_01436,0
TRAIN_01437,0
TRAIN_01438,1
TRAIN_01439,1
TRAIN_01440,1
TRAIN_01441,3
TRAIN_01442,0
TRAIN_01443,4
TRAIN_01444,2
TRAIN_01445,0
TRAIN_01446,3
TRAIN_01447,0
TRAIN_01448,4
TRAIN_01449,4
TRAIN_01450,3
TRAIN_01451,1
TRAIN_01452,0
TRAIN_01453,2
TRAIN_01454,4
TRAIN_01455,4
TRAIN_01456,2
TRAIN_01457,1
TRAIN_01458,1
TRAIN_01459,4
TRAIN_01460,0
TRAIN_01461,3
TRAIN_01462,3
TRAIN_01463,4
TRAIN_01464,2
TRAIN_01465,1
TRAIN_01466,0
TRAIN_01467,0
TRAIN_01468,3
TRAIN_01469,4
TRAIN_01470,3
TRAIN_01471,0
TRAIN_01472,3
TRAIN_01473,2
TRAIN_01474,2
TRAIN_01475,2
TRAIN_01476,2
TRAIN_01477,0
TRAIN_01478,3
TRAIN_01479,0
TRAIN_01480,4
TRAIN_01481,4
TRAIN_01482,1
TRAIN_01483,1
TRAIN_01484,1
TRAIN_01485,4
TRAIN_01486,2
TRAIN_01487,4
TRAIN_01488,3
TRAIN_01489,4
TRAIN_01490,2
TRAIN_01491,0
TRAIN_01492,0
TRAIN_01493,2
TRAIN_01494,2
TRAIN_01495,1
TRAIN_01496,1
TRAIN_01497,1
TRAIN_01498,4
TRAIN_01499,2
TRAIN_01500,4
TRAIN_01501,4
TRAIN_01502,2
TRAIN_01503,4
TRAIN_01504,2
TRAIN_01505,3
TRAIN_01506,0
TRAIN_01507,4
TRAIN_01508,1
TRAIN_01509,4
TRAIN_01510,1
TRAIN_01511,4
TRAIN_01512,3
TRAIN_01513,0
TRAIN_01514,4
TRAIN_01515,2
TRAIN_01516,3
TRAIN_01517,2
TRAIN_01518,3
TRAIN_01519,2
TRAIN_01520,2
TRAIN_01521,3
TRAIN_01522,1
TRAIN_01523,1
TRAIN_01524,4
TRAIN_01525,1
TRAIN_01526,2
TRAIN_01527,4
TRAIN_01528,1
TRAIN_01529,0
TRAIN_01530,3
TRAIN_01531,4
TRAIN_01532,0
TRAIN_01533,4
TRAIN_01534,0
TRAIN_01535,1
TRAIN_01536,1
TRAIN_01537,4
TRAIN_01538,2
TRAIN_01539,0
TRAIN_01540,2
TRAIN_01541,4
TRAIN_01542,0
TRAIN_01543,3
TRAIN_01544,0
TRAIN_01545,4
TRAIN_01546,2
TRAIN_01547,1
TRAIN_01548,3
TRAIN_01549,1
TRAIN_01550,0
TRAIN_01551,0
TRAIN_01552,1
TRAIN_01553,2
TRAIN_01554,4
TRAIN_01555,1
TRAIN_01556,4
TRAIN_01557,4
TRAIN_01558,3
TRAIN_01559,2
TRAIN_01560,2
TRAIN_01561,4
TRAIN_01562,1
TRAIN_01563,4
TRAIN_01564,0
TRAIN_01565,4
TRAIN_01566,4
TRAIN_01567,3
TRAIN_01568,2
TRAIN_01569,1
TRAIN_01570,4
TRAIN_01571,1
TRAIN_01572,4
TRAIN_01573,3
TRAIN_01574,1
TRAIN_01575,0
TRAIN_01576,0
TRAIN_01577,4
TRAIN_01578,4
TRAIN_01579,1
TRAIN_01580,4
TRAIN_01581,1
TRAIN_01582,4
TRAIN_01583,1
TRAIN_01584,1
TRAIN_01585,1
TRAIN_01586,1
TRAIN_01587,0
TRAIN_01588,4
TRAIN_01589,4
TRAIN_01590,3
TRAIN_01591,0
TRAIN_01592,4
TRAIN_01593,1
TRAIN_01594,0
TRAIN_01595,0
TRAIN_01596,4
TRAIN_01597,4
TRAIN_01598,0
TRAIN_01599,3
TRAIN_01600,2
TRAIN_01601,3
TRAIN_01602,0
TRAIN_01603,4
TRAIN_01604,4
TRAIN_01605,1
TRAIN_01606,2
TRAIN_01607,1
TRAIN_01608,2
TRAIN_01609,4
TRAIN_01610,2
TRAIN_01611,3
TRAIN_01612,3
TRAIN_01613,0
TRAIN_01614,3
TRAIN_01615,0
TRAIN_01616,0
TRAIN_01617,1
TRAIN_01618,3
TRAIN_01619,3
TRAIN_01620,3
TRAIN_01621,1
TRAIN_01622,4
TRAIN_01623,2
TRAIN_01624,2
TRAIN_01625,0
TRAIN_01626,0
TRAIN_01627,0
TRAIN_01628,0
TRAIN_01629,3
TRAIN_01630,4
TRAIN_01631,4
TRAIN_01632,4
TRAIN_01633,3
TRAIN_01634,2
TRAIN_01635,2
TRAIN_01636,0
TRAIN_01637,2
TRAIN_01638,3
TRAIN_01639,0
TRAIN_01640,2
TRAIN_01641,4
TRAIN_01642,0
TRAIN_01643,0
TRAIN_01644,3
TRAIN_01645,1
TRAIN_01646,0
TRAIN_01647,3
TRAIN_01648,1
TRAIN_01649,1
TRAIN_01650,4
TRAIN_01651,0
TRAIN_01652,1
TRAIN_01653,1
TRAIN_01654,0
TRAIN_01655,4
TRAIN_01656,3
TRAIN_01657,0
TRAIN_01658,0
TRAIN_01659,0
TRAIN_01660,2
TRAIN_01661,1
TRAIN_01662,4
TRAIN_01663,0
TRAIN_01664,2
TRAIN_01665,3
TRAIN_01666,3
TRAIN_01667,2
TRAIN_01668,3
TRAIN_01669,0
TRAIN_01670,4
TRAIN_01671,0
TRAIN_01672,4
TRAIN_01673,1
TRAIN_01674,3
TRAIN_01675,4
TRAIN_01676,0
TRAIN_01677,3
TRAIN_01678,1
TRAIN_01679,4
TRAIN_01680,3
TRAIN_01681,2
TRAIN_01682,2
TRAIN_01683,2
TRAIN_01684,2
TRAIN_01685,0
TRAIN_01686,2
TRAIN_01687,2
TRAIN_01688,4
TRAIN_01689,4
TRAIN_01690,3
TRAIN_01691,0
TRAIN_01692,2
TRAIN_01693,1
TRAIN_01694,1
TRAIN_01695,2
TRAIN_01696,1
TRAIN_01697,3
TRAIN_01698,4
TRAIN_01699,3
TRAIN_01700,1
TRAIN_01701,1
TRAIN_01702,3
TRAIN_01703,2
TRAIN_01704,2
TRAIN_01705,2
TRAIN_01706,2
TRAIN_01707,3
TRAIN_01708,1
TRAIN_01709,3
TRAIN_01710,3
TRAIN_01711,4
TRAIN_01712,2
TRAIN_01713,2
TRAIN_01714,0
TRAIN_01715,2
TRAIN_01716,1
TRAIN_01717,1
TRAIN_01718,1
TRAIN_01719,0
TRAIN_01720,2
TRAIN_01721,0
TRAIN_01722,2
TRAIN_01723,3
TRAIN_01724,3
TRAIN_01725,4
TRAIN_01726,3
TRAIN_01727,1
TRAIN_01728,1
TRAIN_01729,0
TRAIN_01730,1
TRAIN_01731,0
TRAIN_01732,3
TRAIN_01733,4
TRAIN_01734,3
TRAIN_01735,0
TRAIN_01736,4
TRAIN_01737,0
TRAIN_01738,0
TRAIN_01739,2
TRAIN_01740,0
TRAIN_01741,4
TRAIN_01742,0
TRAIN_01743,1
TRAIN_01744,3
TRAIN_01745,2
TRAIN_01746,0
TRAIN_01747,3
TRAIN_01748,1
TRAIN_01749,1
TRAIN_01750,3
TRAIN_01751,1
TRAIN_01752,1
TRAIN_01753,4
TRAIN_01754,4
TRAIN_01755,0
TRAIN_01756,0
TRAIN_01757,2
TRAIN_01758,3
TRAIN_01759,1
TRAIN_01760,1
TRAIN_01761,0
TRAIN_01762,3
TRAIN_01763,3
TRAIN_01764,3
TRAIN_01765,4
TRAIN_01766,2
TRAIN_01767,1
TRAIN_01768,3
TRAIN_01769,4
TRAIN_01770,0
TRAIN_01771,2
TRAIN_01772,1
TRAIN_01773,2
TRAIN_01774,3
TRAIN_01775,2
TRAIN_01776,4
TRAIN_01777,3
TRAIN_01778,3
TRAIN_01779,3
TRAIN_01780,2
TRAIN_01781,4
TRAIN_01782,0
TRAIN_01783,1
TRAIN_01784,0
TRAIN_01785,0
TRAIN_01786,2
TRAIN_01787,1
TRAIN_01788,4
TRAIN_01789,3
TRAIN_01790,1
TRAIN_01791,4
TRAIN_01792,1
TRAIN_01793,0
TRAIN_01794,2
TRAIN_01795,4
TRAIN_01796,4
TRAIN_01797,0
TRAIN_01798,4
TRAIN_01799,3
TRAIN_01800,3
TRAIN_01801,4
TRAIN_01802,1
TRAIN_01803,1
TRAIN_01804,1
TRAIN_01805,0
TRAIN_01806,4
TRAIN_01807,0
TRAIN_01808,0
TRAIN_01809,0
TRAIN_01810,1
TRAIN_01811,4
TRAIN_01812,2
TRAIN_01813,0
TRAIN_01814,0
TRAIN_01815,3
TRAIN_01816,4
TRAIN_01817,2
TRAIN_01818,2
TRAIN_01819,1
TRAIN_01820,1
TRAIN_01821,1
TRAIN_01822,1
TRAIN_01823,2
TRAIN_01824,3
TRAIN_01825,4
TRAIN_01826,3
TRAIN_01827,1
TRAIN_01828,4
TRAIN_01829,3
TRAIN_01830,2
TRAIN_01831,2
TRAIN_01832,3
TRAIN_01833,4
TRAIN_01834,3
TRAIN_01835,2
TRAIN_01836,2
TRAIN_01837,4
TRAIN_01838,0
TRAIN_01839,0
TRAIN_01840,1
TRAIN_01841,2
TRAIN_01842,1
TRAIN_01843,3
TRAIN_01844,2
TRAIN_01845,2
TRAIN_01846,4
TRAIN_01847,3
TRAIN_01848,2
TRAIN_01849,4
TRAIN_01850,2
TRAIN_01851,0
TRAIN_01852,3
TRAIN_01853,2
TRAIN_01854,0
TRAIN_01855,0
TRAIN_01856,0
TRAIN_01857,2
TRAIN_01858,2
TRAIN_01859,3
TRAIN_01860,0
TRAIN_01861,3
TRAIN_01862,4
TRAIN_01863,2
TRAIN_01864,2
TRAIN_01865,3
TRAIN_01866,2
TRAIN_01867,3
TRAIN_01868,1
TRAIN_01869,2
TRAIN_01870,3
TRAIN_01871,3
TRAIN_01872,4
TRAIN_01873,4
TRAIN_01874,3
TRAIN_01875,3
TRAIN_01876,0
TRAIN_01877,1
TRAIN_01878,3
TRAIN_01879,0
TRAIN_01880,1
TRAIN_01881,3
TRAIN_01882,1
TRAIN_01883,4
TRAIN_01884,4
TRAIN_01885,0
TRAIN_01886,4
TRAIN_01887,4
TRAIN_01888,4
TRAIN_01889,2
TRAIN_01890,2
TRAIN_01891,2
TRAIN_01892,1
TRAIN_01893,0
TRAIN_01894,1
TRAIN_01895,1
TRAIN_01896,0
TRAIN_01897,1
TRAIN_01898,4
TRAIN_01899,4
TRAIN_01900,1
TRAIN_01901,4
TRAIN_01902,4
TRAIN_01903,4
TRAIN_01904,3
TRAIN_01905,3
TRAIN_01906,2
TRAIN_01907,3
TRAIN_01908,2
TRAIN_01909,4
TRAIN_01910,1
TRAIN_01911,0
TRAIN_01912,4
TRAIN_01913,2
TRAIN_01914,3
TRAIN_01915,1
TRAIN_01916,0
TRAIN_01917,0
TRAIN_01918,0
TRAIN_01919,0
TRAIN_01920,0
TRAIN_01921,0
TRAIN_01922,2
TRAIN_01923,3
TRAIN_01924,4
TRAIN_01925,3
TRAIN_01926,3
TRAIN_01927,0
TRAIN_01928,0
TRAIN_01929,4
TRAIN_01930,2
TRAIN_01931,2
TRAIN_01932,4
TRAIN_01933,2
TRAIN_01934,4
TRAIN_01935,2
TRAIN_01936,3
TRAIN_01937,3
TRAIN_01938,4
TRAIN_01939,1
TRAIN_01940,0
TRAIN_01941,3
TRAIN_01942,2
TRAIN_01943,3
TRAIN_01944,1
TRAIN_01945,2
TRAIN_01946,0
TRAIN_01947,0
TRAIN_01948,0
TRAIN_01949,1
TRAIN_01950,2
TRAIN_01951,4
TRAIN_01952,2
TRAIN_01953,4
TRAIN_01954,1
TRAIN_01955,4
TRAIN_01956,4
TRAIN_01957,4
TRAIN_01958,3
TRAIN_01959,1
TRAIN_01960,4
TRAIN_01961,1
TRAIN_01962,1
TRAIN_01963,0
TRAIN_01964,0
TRAIN_01965,3
TRAIN_01966,0
TRAIN_01967,3
TRAIN_01968,3
TRAIN_01969,3
TRAIN_01970,1
TRAIN_01971,1
TRAIN_01972,4
TRAIN_01973,1
TRAIN_01974,1
TRAIN_01975,4
TRAIN_01976,2
TRAIN_01977,2
TRAIN_01978,4
TRAIN_01979,3
TRAIN_01980,1
TRAIN_01981,3
TRAIN_01982,0
TRAIN_01983,0
TRAIN_01984,1
TRAIN_01985,0
TRAIN_01986,1
TRAIN_01987,0
TRAIN_01988,2
TRAIN_01989,0
TRAIN_01990,2
TRAIN_01991,3
TRAIN_01992,0
TRAIN_01993,0
TRAIN_01994,3
TRAIN_01995,3
TRAIN_01996,4
TRAIN_01997,1
TRAIN_01998,1
TRAIN_01999,0
TRAIN_02000,2
TRAIN_02001,1
TRAIN_02002,1
TRAIN_02003,2
TRAIN_02004,0
TRAIN_02005,2
TRAIN_02006,2
TRAIN_02007,0
TRAIN_02008,3
TRAIN_02009,0
TRAIN_02010,4
TRAIN_02011,4
TRAIN_02012,0
TRAIN_02013,0
TRAIN_02014,1
TRAIN_02015,0
TRAIN_02016,0
TRAIN_02017,2
TRAIN_02018,2
TRAIN_02019,0
TRAIN_02020,0
TRAIN_02021,2
TRAIN_02022,1
TRAIN_02023,1
TRAIN_02024,1
TRAIN_02025,4
TRAIN_02026,1
TRAIN_02027,1
TRAIN_02028,0
TRAIN_02029,4
TRAIN_02030,3
TRAIN_02031,3
TRAIN_02032,2
TRAIN_02033,1
TRAIN_02034,3
TRAIN_02035,1
TRAIN_02036,4
TRAIN_02037,0
TRAIN_02038,4
TRAIN_02039,4
TRAIN_02040,1
TRAIN_02041,0
TRAIN_02042,0
TRAIN_02043,1
TRAIN_02044,4
TRAIN_02045,0
TRAIN_02046,3
TRAIN_02047,4
TRAIN_02048,0
TRAIN_02049,0
TRAIN_02050,2
TRAIN_02051,0
TRAIN_02052,2
TRAIN_02053,1
TRAIN_02054,0
TRAIN_02055,3
TRAIN_02056,1
TRAIN_02057,2
TRAIN_02058,3
TRAIN_02059,3
TRAIN_02060,2
TRAIN_02061,4
TRAIN_02062,2
TRAIN_02063,4
TRAIN_02064,1
TRAIN_02065,1
TRAIN_02066,0
TRAIN_02067,4
TRAIN_02068,3
TRAIN_02069,1
TRAIN_02070,1
TRAIN_02071,1
TRAIN_02072,1
TRAIN_02073,3
TRAIN_02074,3
TRAIN_02075,2
TRAIN_02076,4
TRAIN_02077,1
TRAIN_02078,0
TRAIN_02079,4
TRAIN_02080,2
TRAIN_02081,3
TRAIN_02082,4
TRAIN_02083,2
TRAIN_02084,2
TRAIN_02085,3
TRAIN_02086,1
TRAIN_02087,2
TRAIN_02088,4
TRAIN_02089,1
TRAIN_02090,1
TRAIN_02091,1
TRAIN_02092,0
TRAIN_02093,0
TRAIN_02094,2
TRAIN_02095,1
TRAIN_02096,2
TRAIN_02097,1
TRAIN_02098,1
TRAIN_02099,1
TRAIN_02100,1
TRAIN_02101,3
TRAIN_02102,0
TRAIN_02103,0
TRAIN_02104,2
TRAIN_02105,1
TRAIN_02106,0
TRAIN_02107,2
TRAIN_02108,3
TRAIN_02109,2
TRAIN_02110,1
TRAIN_02111,1
TRAIN_02112,3
TRAIN_02113,1
TRAIN_02114,2
TRAIN_02115,2
TRAIN_02116,2
TRAIN_02117,4
TRAIN_02118,3
TRAIN_02119,2
TRAIN_02120,4
TRAIN_02121,2
TRAIN_02122,1
TRAIN_02123,0
TRAIN_02124,0
TRAIN_02125,0
TRAIN_02126,0
TRAIN_02127,1
TRAIN_02128,3
TRAIN_02129,1
TRAIN_02130,2
TRAIN_02131,4
TRAIN_02132,3
TRAIN_02133,2
TRAIN_02134,1
TRAIN_02135,1
TRAIN_02136,2
TRAIN_02137,1
TRAIN_02138,2
TRAIN_02139,3
TRAIN_02140,2
TRAIN_02141,2
TRAIN_02142,4
TRAIN_02143,4
TRAIN_02144,2
TRAIN_02145,0
TRAIN_02146,3
TRAIN_02147,2
TRAIN_02148,2
TRAIN_02149,1
TRAIN_02150,2
TRAIN_02151,4
TRAIN_02152,2
TRAIN_02153,4
TRAIN_02154,4
TRAIN_02155,3
TRAIN_02156,2
TRAIN_02157,0
TRAIN_02158,4
TRAIN_02159,0
TRAIN_02160,2
TRAIN_02161,0
TRAIN_02162,0
TRAIN_02163,0
TRAIN_02164,1
TRAIN_02165,0
TRAIN_02166,4
TRAIN_02167,1
TRAIN_02168,0
TRAIN_02169,4
TRAIN_02170,2
TRAIN_02171,2
TRAIN_02172,3
TRAIN_02173,3
TRAIN_02174,2
TRAIN_02175,1
TRAIN_02176,2
TRAIN_02177,0
TRAIN_02178,0
TRAIN_02179,1
TRAIN_02180,2
TRAIN_02181,1
TRAIN_02182,3
TRAIN_02183,3
TRAIN_02184,1
TRAIN_02185,2
TRAIN_02186,3
TRAIN_02187,3
TRAIN_02188,1
TRAIN_02189,3
TRAIN_02190,4
TRAIN_02191,0
TRAIN_02192,4
TRAIN_02193,4
TRAIN_02194,3
TRAIN_02195,3
TRAIN_02196,0
TRAIN_02197,1
TRAIN_02198,1
TRAIN_02199,1
TRAIN_02200,1
TRAIN_02201,2
TRAIN_02202,3
TRAIN_02203,0
TRAIN_02204,1
TRAIN_02205,1
TRAIN_02206,3
TRAIN_02207,1
TRAIN_02208,4
TRAIN_02209,4
TRAIN_02210,1
TRAIN_02211,0
TRAIN_02212,1
TRAIN_02213,2
TRAIN_02214,4
TRAIN_02215,3
TRAIN_02216,4
TRAIN_02217,3
TRAIN_02218,3
TRAIN_02219,0
TRAIN_02220,4
TRAIN_02221,2
TRAIN_02222,2
TRAIN_02223,2
TRAIN_02224,1
TRAIN_02225,4
TRAIN_02226,2
TRAIN_02227,4
TRAIN_02228,0
TRAIN_02229,2
TRAIN_02230,4
TRAIN_02231,4
TRAIN_02232,0
TRAIN_02233,3
TRAIN_02234,1
TRAIN_02235,3
TRAIN_02236,3
TRAIN_02237,4
TRAIN_02238,1
TRAIN_02239,3
TRAIN_02240,4
TRAIN_02241,1
TRAIN_02242,4
TRAIN_02243,3
TRAIN_02244,3
TRAIN_02245,2
TRAIN_02246,4
TRAIN_02247,2
TRAIN_02248,1
TRAIN_02249,4
TRAIN_02250,2
TRAIN_02251,4
TRAIN_02252,3
TRAIN_02253,4
TRAIN_02254,2
TRAIN_02255,0
TRAIN_02256,4
TRAIN_02257,3
TRAIN_02258,1
TRAIN_02259,4
TRAIN_02260,0
TRAIN_02261,4
TRAIN_02262,3
TRAIN_02263,3
TRAIN_02264,4
TRAIN_02265,2
TRAIN_02266,2
TRAIN_02267,1
TRAIN_02268,4
TRAIN_02269,4
TRAIN_02270,3
TRAIN_02271,0
TRAIN_02272,1
TRAIN_02273,3
TRAIN_02274,1
TRAIN_02275,1
TRAIN_02276,4
TRAIN_02277,4
TRAIN_02278,2
TRAIN_02279,0
TRAIN_02280,1
TRAIN_02281,3
TRAIN_02282,1
TRAIN_02283,4
TRAIN_02284,2
TRAIN_02285,0
TRAIN_02286,3
TRAIN_02287,0
TRAIN_02288,0
TRAIN_02289,4
TRAIN_02290,2
TRAIN_02291,4
TRAIN_02292,2
TRAIN_02293,1
TRAIN_02294,0
TRAIN_02295,4
TRAIN_02296,0
TRAIN_02297,2
TRAIN_02298,4
TRAIN_02299,3
TRAIN_02300,4
TRAIN_02301,2
TRAIN_02302,3
TRAIN_02303,1
TRAIN_02304,3
TRAIN_02305,0
TRAIN_02306,2
TRAIN_02307,4
TRAIN_02308,3
TRAIN_02309,1
TRAIN_02310,2
TRAIN_02311,0
TRAIN_02312,2
TRAIN_02313,4
TRAIN_02314,4
TRAIN_02315,4
TRAIN_02316,3
TRAIN_02317,4
TRAIN_02318,3
TRAIN_02319,2
TRAIN_02320,0
TRAIN_02321,2
TRAIN_02322,2
TRAIN_02323,1
TRAIN_02324,2
TRAIN_02325,0
TRAIN_02326,2
TRAIN_02327,2
TRAIN_02328,0
TRAIN_02329,4
TRAIN_02330,4
TRAIN_02331,0
TRAIN_02332,3
TRAIN_02333,4
TRAIN_02334,0
TRAIN_02335,4
TRAIN_02336,4
TRAIN_02337,2
TRAIN_02338,3
TRAIN_02339,2
TRAIN_02340,3
TRAIN_02341,2
TRAIN_02342,1
TRAIN_02343,3
TRAIN_02344,3
TRAIN_02345,4
TRAIN_02346,3
TRAIN_02347,0
TRAIN_02348,3
TRAIN_02349,2
TRAIN_02350,0
TRAIN_02351,0
TRAIN_02352,2
TRAIN_02353,1
TRAIN_02354,0
TRAIN_02355,1
TRAIN_02356,3
TRAIN_02357,4
TRAIN_02358,0
TRAIN_02359,0
TRAIN_02360,4
TRAIN_02361,3
TRAIN_02362,4
TRAIN_02363,0
TRAIN_02364,2
TRAIN_02365,4
TRAIN_02366,2
TRAIN_02367,4
TRAIN_02368,0
TRAIN_02369,3
TRAIN_02370,0
TRAIN_02371,2
TRAIN_02372,4
TRAIN_02373,1
TRAIN_02374,1
TRAIN_02375,1
TRAIN_02376,0
TRAIN_02377,1
TRAIN_02378,3
TRAIN_02379,4
TRAIN_02380,0
TRAIN_02381,2
TRAIN_02382,0
TRAIN_02383,3
TRAIN_02384,2
TRAIN_02385,1
TRAIN_02386,2
TRAIN_02387,1
TRAIN_02388,4
TRAIN_02389,1
TRAIN_02390,3
TRAIN_02391,3
TRAIN_02392,2
TRAIN_02393,2
TRAIN_02394,0
TRAIN_02395,3
TRAIN_02396,3
TRAIN_02397,4
TRAIN_02398,0
TRAIN_02399,1
TRAIN_02400,1
TRAIN_02401,1
TRAIN_02402,3
TRAIN_02403,2
TRAIN_02404,4
TRAIN_02405,3
TRAIN_02406,2
TRAIN_02407,3
TRAIN_02408,4
TRAIN_02409,3
TRAIN_02410,0
TRAIN_02411,0
TRAIN_02412,0
TRAIN_02413,4
TRAIN_02414,0
TRAIN_02415,4
TRAIN_02416,2
TRAIN_02417,4
TRAIN_02418,3
TRAIN_02419,0
TRAIN_02420,0
TRAIN_02421,4
TRAIN_02422,1
TRAIN_02423,0
TRAIN_02424,4
TRAIN_02425,1
TRAIN_02426,0
TRAIN_02427,3
TRAIN_02428,1
TRAIN_02429,1
TRAIN_02430,1
TRAIN_02431,4
TRAIN_02432,2
TRAIN_02433,0
TRAIN_02434,1
TRAIN_02435,0
TRAIN_02436,3
TRAIN_02437,3
TRAIN_02438,0
TRAIN_02439,2
TRAIN_02440,0
TRAIN_02441,4
TRAIN_02442,3
TRAIN_02443,1
TRAIN_02444,3
TRAIN_02445,0
TRAIN_02446,1
TRAIN_02447,1
TRAIN_02448,3
TRAIN_02449,2
TRAIN_02450,3
TRAIN_02451,4
TRAIN_02452,0
TRAIN_02453,4
TRAIN_02454,2
TRAIN_02455,1
TRAIN_02456,2
TRAIN_02457,2
TRAIN_02458,4
TRAIN_02459,2
TRAIN_02460,4
TRAIN_02461,0
TRAIN_02462,2
TRAIN_02463,3
TRAIN_02464,2
TRAIN_02465,0
TRAIN_02466,0
TRAIN_02467,3
TRAIN_02468,0
TRAIN_02469,0
TRAIN_02470,3
TRAIN_02471,0
TRAIN_02472,0
TRAIN_02473,2
TRAIN_02474,3
TRAIN_02475,3
TRAIN_02476,2
TRAIN_02477,0
TRAIN_02478,2
TRAIN_02479,2
TRAIN_02480,0
TRAIN_02481,3
TRAIN_02482,0
TRAIN_02483,0
TRAIN_02484,2
TRAIN_02485,1
TRAIN_02486,2
TRAIN_02487,3
TRAIN_02488,2
TRAIN_02489,3
TRAIN_02490,4
TRAIN_02491,4
TRAIN_02492,4
TRAIN_02493,0
TRAIN_02494,3
TRAIN_02495,4
TRAIN_02496,4
TRAIN_02497,1
TRAIN_02498,3
TRAIN_02499,2
TRAIN_02500,4
TRAIN_02501,2
TRAIN_02502,4
TRAIN_02503,1
TRAIN_02504,2
TRAIN_02505,0
TRAIN_02506,0
TRAIN_02507,1
TRAIN_02508,0
TRAIN_02509,2
TRAIN_02510,3
TRAIN_02511,4
TRAIN_02512,3
TRAIN_02513,2
TRAIN_02514,4
TRAIN_02515,0
TRAIN_02516,3
TRAIN_02517,1
TRAIN_02518,3
TRAIN_02519,2
TRAIN_02520,3
TRAIN_02521,4
TRAIN_02522,1
TRAIN_02523,1
TRAIN_02524,4
TRAIN_02525,3
TRAIN_02526,4
TRAIN_02527,3
TRAIN_02528,2
TRAIN_02529,1
TRAIN_02530,0
TRAIN_02531,3
TRAIN_02532,3
TRAIN_02533,3
TRAIN_02534,3
TRAIN_02535,4
TRAIN_02536,1
TRAIN_02537,4
TRAIN_02538,3
TRAIN_02539,2
TRAIN_02540,1
TRAIN_02541,3
TRAIN_02542,4
TRAIN_02543,0
